county,make,model_year,vehicle_count
Pierce,FORD,2020,17
Pierce,FORD,2021,68
Pierce,HONDA,2014,2
Pierce,HONDA,2018,263
Pierce,HONDA,2019,8
Pierce,HONDA,2020,22
Pierce,HYUNDAI,2016,576
Pierce,HYUNDAI,2017,13
Pierce,HYUNDAI,2019,17
Pierce,HYUNDAI,2020,52
Pierce,HYUNDAI,2021,10
Pierce,JAGUAR,2019,25
Pierce,JAGUAR,2020,15
Pierce,JEEP,2021,16
Pierce,KIA,2015,16
Pierce,KIA,2016,325
Pierce,KIA,2017,1456
Pierce,KIA,2018,99
Pierce,KIA,2019,419
Pierce,KIA,2020,79
Pierce,KIA,2021,2
Pierce,LAND ROVER,2020,8
Pierce,LAND ROVER,2021,2
Pierce,LINCOLN,2020,7
Pierce,MERCEDES-BENZ,2014,9
Pierce,MERCEDES-BENZ,2015,13
Pierce,MERCEDES-BENZ,2016,3
Pierce,MERCEDES-BENZ,2017,2
Pierce,MERCEDES-BENZ,2018,8
Pierce,MERCEDES-BENZ,2019,15
Pierce,MERCEDES-BENZ,2020,2
Pierce,MINI,2018,37
Pierce,MINI,2019,43
Pierce,MINI,2021,13
Pierce,MINI,2022,4
Pierce,MITSUBISHI,2012,93
Pierce,MITSUBISHI,2014,13
Pierce,MITSUBISHI,2018,72
Pierce,MITSUBISHI,2019,43
Pierce,MITSUBISHI,2020,13
Pierce,MITSUBISHI,2021,2
Pierce,NISSAN,2011,699
Pierce,NISSAN,2012,694
Pierce,NISSAN,2013,2164
Pierce,NISSAN,2014,612
Pierce,NISSAN,2015,1256
Pierce,NISSAN,2016,618
Pierce,NISSAN,2017,322
Pierce,NISSAN,2018,441
Pierce,NISSAN,2019,339
Pierce,NISSAN,2020,94
Pierce,NISSAN,2021,28
Pierce,PORSCHE,2014,8
Pierce,PORSCHE,2015,35
Pierce,PORSCHE,2016,17
Pierce,PORSCHE,2017,16
Pierce,PORSCHE,2018,30
Pierce,PORSCHE,2019,21
Pierce,PORSCHE,2020,11
Pierce,PORSCHE,2021,2
Pierce,SMART,2013,27
Pierce,SMART,2014,47
Pierce,SMART,2015,28
Pierce,SMART,2016,4
Pierce,SMART,2017,10
Pierce,SUBARU,2019,12
Pierce,TESLA,2008,29
Pierce,TESLA,2010,18
Pierce,TESLA,2011,8
Pierce,TESLA,2012,73
Pierce,TESLA,2013,528
Pierce,TESLA,2014,369
Pierce,TESLA,2015,605
Pierce,TESLA,2016,601
Pierce,TESLA,2017,417
Pierce,TESLA,2018,1775
Pierce,TESLA,2019,1094
Pierce,TESLA,2020,1238
Pierce,TESLA,2021,664
Pierce,TOYOTA,2012,367
Pierce,TOYOTA,2013,170
Pierce,TOYOTA,2014,88
Pierce,TOYOTA,2015,37
Pierce,TOYOTA,2017,535
Pierce,TOYOTA,2018,279
Pierce,TOYOTA,2019,28
Pierce,TOYOTA,2020,55
Pierce,TOYOTA,2021,30
Pierce,VOLKSWAGEN,2015,63
Pierce,VOLKSWAGEN,2016,80
Pierce,VOLKSWAGEN,2017,13
Pierce,VOLKSWAGEN,2018,19
Pierce,VOLKSWAGEN,2019,80
Pierce,VOLKSWAGEN,2021,8
Pierce,VOLVO,2016,39
Pierce,VOLVO,2017,40
Pierce,VOLVO,2018,34
Pierce,VOLVO,2019,79
Pierce,VOLVO,2021,10
Pierce,WHEEGO ELECTRIC CARS,2011,7
Snohomish,AUDI,2016,93
Snohomish,AUDI,2017,39
Snohomish,AUDI,2018,23
Snohomish,AUDI,2019,80
Snohomish,AUDI,2020,44
Snohomish,AUDI,2021,60
Snohomish,AZURE DYNAMICS,2011,4
Snohomish,BENTLEY,2020,2
Snohomish,BMW,2014,418
Snohomish,BMW,2015,289
Snohomish,BMW,2016,263
Snohomish,BMW,2017,323
Snohomish,BMW,2018,234
Snohomish,BMW,2019,48
Snohomish,BMW,2020,9
Snohomish,BMW,2021,42
Snohomish,BUBBLE BUDDY,2018,6
Snohomish,CADILLAC,2014,82
Snohomish,CADILLAC,2016,23
Snohomish,CADILLAC,2017,2
Snohomish,CADILLAC,2018,2
Snohomish,CHEVROLET,2011,89
Snohomish,CHEVROLET,2012,694
Snohomish,CHEVROLET,2013,1000
Snohomish,CHEVROLET,2014,834
Snohomish,CHEVROLET,2015,358
Snohomish,CHEVROLET,2016,127
Snohomish,CHEVROLET,2017,1587
Snohomish,CHEVROLET,2018,549
Snohomish,CHEVROLET,2019,437
Snohomish,CHEVROLET,2020,266
Snohomish,CHEVROLET,2021,28
Snohomish,CHRYSLER,2017,51
Snohomish,CHRYSLER,2018,323
Snohomish,CHRYSLER,2019,54
Snohomish,CHRYSLER,2020,104
Snohomish,CHRYSLER,2021,56
Snohomish,FIAT,2013,47
Snohomish,FIAT,2014,35
Snohomish,FIAT,2015,138
Snohomish,FIAT,2016,43
Snohomish,FIAT,2017,28
Snohomish,FIAT,2019,1
Snohomish,FISKER,2012,27
Snohomish,FORD,1999,7
Snohomish,FORD,2000,4
Snohomish,FORD,2012,29
Snohomish,FORD,2013,1071
Snohomish,FORD,2014,766
Snohomish,FORD,2015,569
Snohomish,FORD,2016,762
Snohomish,FORD,2017,581
Snohomish,FORD,2018,108
Snohomish,FORD,2019,65
Snohomish,FORD,2020,32
Snohomish,FORD,2021,133
Snohomish,HONDA,2014,14
Snohomish,HONDA,2018,255
Snohomish,HONDA,2019,14
Snohomish,HONDA,2020,20
Snohomish,HONDA,2021,2
Snohomish,HYUNDAI,2016,645
Snohomish,HYUNDAI,2017,32
Snohomish,HYUNDAI,2018,9
Snohomish,HYUNDAI,2019,23
Snohomish,HYUNDAI,2020,47
Snohomish,HYUNDAI,2021,30
Snohomish,JAGUAR,2019,36
Snohomish,JAGUAR,2020,30
Snohomish,JEEP,2021,10
Snohomish,KIA,2015,24
Snohomish,KIA,2016,549
Snohomish,KIA,2017,1062
Snohomish,KIA,2018,231
Snohomish,KIA,2019,381
Snohomish,KIA,2020,107
Snohomish,LAND ROVER,2020,5
Snohomish,LINCOLN,2020,8
Snohomish,MERCEDES-BENZ,2014,24
Snohomish,MERCEDES-BENZ,2015,39
Snohomish,MERCEDES-BENZ,2016,28
Snohomish,MERCEDES-BENZ,2017,9
Snohomish,MERCEDES-BENZ,2018,5
Snohomish,MERCEDES-BENZ,2019,30
Snohomish,MERCEDES-BENZ,2020,2
Snohomish,MINI,2018,9
Snohomish,MINI,2019,21
Snohomish,MINI,2021,24
Snohomish,MINI,2022,2
Snohomish,MITSUBISHI,2012,46
Snohomish,MITSUBISHI,2014,20
Snohomish,MITSUBISHI,2016,23
Snohomish,MITSUBISHI,2018,57
Snohomish,MITSUBISHI,2019,38
Snohomish,MITSUBISHI,2020,7
Snohomish,MITSUBISHI,2021,2
Snohomish,NISSAN,2011,1281
Snohomish,NISSAN,2012,1092
Snohomish,NISSAN,2013,3665
Snohomish,NISSAN,2014,1074
Snohomish,NISSAN,2015,2623
Snohomish,NISSAN,2016,1298
Snohomish,NISSAN,2017,1060
Snohomish,NISSAN,2018,705
Snohomish,NISSAN,2019,602
Snohomish,NISSAN,2020,144
Snohomish,NISSAN,2021,58
Snohomish,PLYMOUTH,1999,3
Snohomish,PORSCHE,2014,7
Snohomish,PORSCHE,2015,31
Snohomish,PORSCHE,2016,14
Snohomish,PORSCHE,2017,50
Snohomish,PORSCHE,2018,13
Snohomish,PORSCHE,2019,8
Snohomish,PORSCHE,2020,15
Snohomish,PORSCHE,2021,6
Snohomish,SMART,2013,29
Snohomish,SMART,2014,73
Snohomish,SMART,2015,42
Snohomish,SMART,2016,22
Snohomish,SMART,2017,6
Snohomish,SMART,2018,14
Snohomish,SUBARU,2019,5
Snohomish,TESLA,2008,12
Snohomish,TESLA,2010,25
Snohomish,TESLA,2012,168
Snohomish,TESLA,2013,699
Snohomish,TESLA,2014,474
Snohomish,TESLA,2015,635
Snohomish,TESLA,2016,889
Snohomish,TESLA,2017,831
Snohomish,TESLA,2018,3871
Snohomish,TESLA,2019,2032
Snohomish,TESLA,2020,2085
Snohomish,TESLA,2021,1130
Snohomish,TH!NK,2011,3
Snohomish,TOYOTA,2012,354
Snohomish,TOYOTA,2013,267
Snohomish,TOYOTA,2014,167
Snohomish,TOYOTA,2015,28
Snohomish,TOYOTA,2017,475
Snohomish,TOYOTA,2018,293
Snohomish,TOYOTA,2019,38
Snohomish,TOYOTA,2020,69
Snohomish,TOYOTA,2021,34
Snohomish,VOLKSWAGEN,2015,69
Snohomish,VOLKSWAGEN,2016,181
Snohomish,VOLKSWAGEN,2017,12
Snohomish,VOLKSWAGEN,2018,7
Snohomish,VOLKSWAGEN,2019,268
Snohomish,VOLKSWAGEN,2021,10
Snohomish,VOLVO,2016,58
Snohomish,VOLVO,2017,35
Snohomish,VOLVO,2018,65
Snohomish,VOLVO,2019,56
Snohomish,VOLVO,2021,18
Snohomish,WHEEGO ELECTRIC CARS,2011,3
Spokane,AUDI,2016,22
Spokane,AUDI,2017,27
Spokane,AUDI,2019,39
Spokane,AUDI,2020,25
Spokane,AUDI,2021,12
Spokane,AZURE DYNAMICS,2012,10
Spokane,BMW,2014,115
Spokane,BMW,2015,56
Spokane,BMW,2016,69
Spokane,BMW,2017,98
Spokane,BMW,2018,84
Spokane,BMW,2019,19
Spokane,BMW,2020,12
Spokane,BMW,2021,22
Spokane,CADILLAC,2014,1
Spokane,CADILLAC,2015,3
Spokane,CADILLAC,2016,6
Spokane,CHEVROLET,2011,23
Spokane,CHEVROLET,2012,253
Spokane,CHEVROLET,2013,338
Spokane,CHEVROLET,2014,189
Spokane,CHEVROLET,2015,230
Spokane,CHEVROLET,2016,70
Spokane,CHEVROLET,2017,448
Spokane,CHEVROLET,2018,116
Spokane,CHEVROLET,2019,81
Spokane,CHEVROLET,2020,64
Spokane,CHEVROLET,2021,12
Spokane,CHRYSLER,2017,30
Spokane,CHRYSLER,2018,60
Spokane,CHRYSLER,2019,10
Spokane,CHRYSLER,2020,17
Spokane,CHRYSLER,2021,16
Spokane,FIAT,2013,44
Spokane,FIAT,2014,27
Spokane,FIAT,2015,22
Spokane,FIAT,2016,5
Spokane,FIAT,2017,8
Spokane,FISKER,2012,2
Spokane,FORD,2012,6
Spokane,FORD,2013,238
Spokane,FORD,2014,229
Spokane,FORD,2015,120
Spokane,FORD,2016,144
Spokane,FORD,2017,115
Spokane,FORD,2018,9
Spokane,FORD,2019,16
Spokane,FORD,2020,2
Spokane,FORD,2021,43
Spokane,HONDA,2018,73
Spokane,HONDA,2019,11
Spokane,HONDA,2020,5
Spokane,HYUNDAI,2016,248
Spokane,HYUNDAI,2017,10
Spokane,HYUNDAI,2019,14
Spokane,HYUNDAI,2020,20
Spokane,HYUNDAI,2021,4
Spokane,JAGUAR,2019,12
Spokane,JAGUAR,2020,6
Spokane,JEEP,2021,8
Spokane,KIA,2016,47
Spokane,KIA,2017,223
Spokane,KIA,2019,67
Spokane,KIA,2020,10
Spokane,MERCEDES-BENZ,2017,5
Spokane,MERCEDES-BENZ,2019,2
Spokane,MINI,2018,2
Spokane,MINI,2019,3
Spokane,MINI,2021,4
Spokane,MINI,2022,2
Spokane,MITSUBISHI,2012,19
Spokane,MITSUBISHI,2016,6
Spokane,MITSUBISHI,2018,36
Spokane,MITSUBISHI,2019,10
Spokane,MITSUBISHI,2020,5
Spokane,NISSAN,2011,405
Spokane,NISSAN,2012,273
Spokane,NISSAN,2013,424
Spokane,NISSAN,2014,144
Spokane,NISSAN,2015,335
Spokane,NISSAN,2016,192
Spokane,NISSAN,2017,89
Spokane,NISSAN,2018,103
Spokane,NISSAN,2019,89
Spokane,NISSAN,2020,9
Spokane,PORSCHE,2015,9
Spokane,PORSCHE,2016,18
Spokane,PORSCHE,2017,4
Spokane,PORSCHE,2018,11
Spokane,PORSCHE,2019,4
Spokane,PORSCHE,2020,3
Spokane,SMART,2013,20
Spokane,SMART,2014,9
Spokane,SMART,2015,5
Spokane,SMART,2016,2
Spokane,SMART,2019,3
Spokane,SUBARU,2019,6
Spokane,TESLA,2008,12
Spokane,TESLA,2010,13
Spokane,TESLA,2011,5
Spokane,TESLA,2012,36
Spokane,TESLA,2013,142
Spokane,TESLA,2014,113
Spokane,TESLA,2015,148
Spokane,TESLA,2016,212
Spokane,TESLA,2017,154
Spokane,TESLA,2018,620
Spokane,TESLA,2019,263
Spokane,TESLA,2020,356
Spokane,TESLA,2021,186
Spokane,TH!NK,2011,5
Spokane,TOYOTA,2012,87
Spokane,TOYOTA,2013,22
Spokane,TOYOTA,2014,39
Spokane,TOYOTA,2015,20
Spokane,TOYOTA,2017,113
Spokane,TOYOTA,2018,53
Spokane,TOYOTA,2019,25
Spokane,TOYOTA,2020,11
Spokane,TOYOTA,2021,22
Spokane,VOLKSWAGEN,2015,24
Spokane,VOLKSWAGEN,2016,26
Spokane,VOLKSWAGEN,2018,4
Spokane,VOLKSWAGEN,2019,34
Spokane,VOLVO,2016,6
Spokane,VOLVO,2017,10
Spokane,VOLVO,2018,19
Spokane,VOLVO,2019,5
Spokane,WHEEGO ELECTRIC CARS,2011,15
Thurston,AUDI,2016,50
Thurston,AUDI,2017,27
Thurston,AUDI,2018,13
Thurston,AUDI,2019,22
Thurston,AUDI,2020,20
Thurston,AUDI,2021,16
Thurston,BMW,2014,105
Thurston,BMW,2015,69
Thurston,BMW,2016,81
Thurston,BMW,2017,77
Thurston,BMW,2018,51
Thurston,BMW,2019,12
Thurston,BMW,2020,3
Thurston,BMW,2021,8
Thurston,CADILLAC,2014,9
Thurston,CADILLAC,2016,7
Thurston,CADILLAC,2017,4
Thurston,CHEVROLET,2011,48
Thurston,CHEVROLET,2012,303
Thurston,CHEVROLET,2013,535
Thurston,CHEVROLET,2014,289
Thurston,CHEVROLET,2015,161
Thurston,CHEVROLET,2016,135
Thurston,CHEVROLET,2017,934
Thurston,CHEVROLET,2018,310
Thurston,CHEVROLET,2019,211
Thurston,CHEVROLET,2020,116
Thurston,CHEVROLET,2021,10
Thurston,CHRYSLER,2017,22
Thurston,CHRYSLER,2018,77
Thurston,CHRYSLER,2019,13
Thurston,CHRYSLER,2020,33
Thurston,CHRYSLER,2021,38
Thurston,DODGE,1993,4
Thurston,FIAT,2013,17
Thurston,FIAT,2014,29
Thurston,FIAT,2015,91
Thurston,FIAT,2016,30
Thurston,FIAT,2017,20
Thurston,FORD,1999,2
Thurston,FORD,2013,425
Thurston,FORD,2014,292
Thurston,FORD,2015,175
Thurston,FORD,2016,261
Thurston,FORD,2017,183
Thurston,FORD,2018,19
Thurston,FORD,2019,24
Thurston,FORD,2020,15
Thurston,FORD,2021,48
Thurston,HONDA,2014,2
Thurston,HONDA,2018,96
Thurston,HONDA,2019,4
Thurston,HONDA,2020,8
Thurston,HYUNDAI,2016,217
Thurston,HYUNDAI,2017,3
Thurston,HYUNDAI,2018,6
Thurston,HYUNDAI,2019,24
Thurston,HYUNDAI,2020,18
Thurston,HYUNDAI,2021,8
Thurston,JAGUAR,2019,7
Thurston,JAGUAR,2020,2
Thurston,JEEP,2021,4
Thurston,KIA,2015,10
Thurston,KIA,2016,133
Thurston,KIA,2017,554
Thurston,KIA,2018,109
Thurston,KIA,2019,296
Thurston,KIA,2020,69
Thurston,MERCEDES-BENZ,2014,14
Thurston,MERCEDES-BENZ,2015,2
Thurston,MERCEDES-BENZ,2017,4
Thurston,MERCEDES-BENZ,2018,5
Thurston,MERCEDES-BENZ,2019,2
Thurston,MERCEDES-BENZ,2020,4
Thurston,MINI,2018,10
Thurston,MINI,2019,14
Thurston,MINI,2021,4
Thurston,MITSUBISHI,2012,13
Thurston,MITSUBISHI,2018,37
Thurston,MITSUBISHI,2019,114
Thurston,MITSUBISHI,2020,69
Thurston,NISSAN,2011,483
Thurston,NISSAN,2012,341
Thurston,NISSAN,2013,895
Thurston,NISSAN,2014,322
Thurston,NISSAN,2015,745
Thurston,NISSAN,2016,203
Thurston,NISSAN,2017,139
Thurston,NISSAN,2018,251
Thurston,NISSAN,2019,163
Thurston,NISSAN,2020,26
Thurston,NISSAN,2021,10
Thurston,POLESTAR,2021,2
Thurston,PORSCHE,2015,5
Thurston,PORSCHE,2016,11
Thurston,PORSCHE,2018,9
Thurston,PORSCHE,2020,2
Thurston,SMART,2013,28
Thurston,SMART,2014,67
Thurston,SMART,2015,34
Thurston,SMART,2017,2
Thurston,TESLA,2008,5
Thurston,TESLA,2012,52
Thurston,TESLA,2013,202
Thurston,TESLA,2014,115
Thurston,TESLA,2015,228
Thurston,TESLA,2016,230
Thurston,TESLA,2017,199
Thurston,TESLA,2018,814
Thurston,TESLA,2019,397
Thurston,TESLA,2020,414
Thurston,TESLA,2021,240
Thurston,TOYOTA,2002,5
Thurston,TOYOTA,2012,232
Thurston,TOYOTA,2013,77
Thurston,TOYOTA,2014,57
Thurston,TOYOTA,2015,27
Thurston,TOYOTA,2017,212
Thurston,TOYOTA,2018,179
Thurston,TOYOTA,2019,75
Thurston,TOYOTA,2020,73
Thurston,TOYOTA,2021,25
Thurston,VOLKSWAGEN,2015,17
Thurston,VOLKSWAGEN,2016,14
Thurston,VOLKSWAGEN,2017,8
Thurston,VOLKSWAGEN,2018,3
Thurston,VOLKSWAGEN,2019,38
Thurston,VOLKSWAGEN,2021,2
Thurston,VOLVO,2016,21
Thurston,VOLVO,2017,6
Thurston,VOLVO,2018,6
Thurston,VOLVO,2019,14
Thurston,WHEEGO ELECTRIC CARS,2011,9
Whatcom,AUDI,2016,62
Whatcom,AUDI,2017,39
Whatcom,AUDI,2018,25
Whatcom,AUDI,2019,28
Whatcom,AUDI,2020,14
Whatcom,AUDI,2021,28
Whatcom,BMW,2014,65
Whatcom,BMW,2015,59
Whatcom,BMW,2016,24
Whatcom,BMW,2017,39
Whatcom,BMW,2018,34
Whatcom,BMW,2019,9
Whatcom,BMW,2020,4
Whatcom,BMW,2021,8
Whatcom,CADILLAC,2014,4
Whatcom,CADILLAC,2016,5
Whatcom,CHEVROLET,2011,25
Whatcom,CHEVROLET,2012,124
Whatcom,CHEVROLET,2013,257
Whatcom,CHEVROLET,2014,176
Whatcom,CHEVROLET,2015,101
Whatcom,CHEVROLET,2016,44
Whatcom,CHEVROLET,2017,423
Whatcom,CHEVROLET,2018,119
Whatcom,CHEVROLET,2019,112
Whatcom,CHEVROLET,2020,83
Whatcom,CHEVROLET,2021,32
Whatcom,CHRYSLER,2017,8
Whatcom,CHRYSLER,2018,34
Whatcom,CHRYSLER,2019,29
Whatcom,CHRYSLER,2020,11
Whatcom,CHRYSLER,2021,6
Whatcom,FIAT,2013,59
Whatcom,FIAT,2014,31
Whatcom,FIAT,2015,24
Whatcom,FIAT,2016,21
Whatcom,FIAT,2017,9
Whatcom,FISKER,2012,2
Whatcom,FORD,1998,7
Whatcom,FORD,1999,9
Whatcom,FORD,2000,8
Whatcom,FORD,2012,4
Whatcom,FORD,2013,183
Whatcom,FORD,2014,144
Whatcom,FORD,2015,139
Whatcom,FORD,2016,137
Whatcom,FORD,2017,49
Whatcom,FORD,2018,4
Whatcom,FORD,2019,6
Whatcom,FORD,2020,2
Whatcom,FORD,2021,20
Whatcom,HONDA,2014,4
Whatcom,HONDA,2018,89
Whatcom,HONDA,2019,6
Whatcom,HONDA,2020,6
Whatcom,HYUNDAI,2016,117
Whatcom,HYUNDAI,2017,2
Whatcom,HYUNDAI,2018,3
Whatcom,HYUNDAI,2019,10
Whatcom,HYUNDAI,2020,10
Whatcom,HYUNDAI,2021,6
Whatcom,JAGUAR,2019,12
Whatcom,JAGUAR,2020,5
Whatcom,JEEP,2021,2
Whatcom,KIA,2015,6
Whatcom,KIA,2016,126
Whatcom,KIA,2017,317
Whatcom,KIA,2018,34
Whatcom,KIA,2019,196
Whatcom,KIA,2020,25
Whatcom,MERCEDES-BENZ,2014,4
Whatcom,MERCEDES-BENZ,2015,7
Whatcom,MERCEDES-BENZ,2017,1
Whatcom,MERCEDES-BENZ,2018,6
Whatcom,MERCEDES-BENZ,2019,6
Whatcom,MERCEDES-BENZ,2020,4
Whatcom,MINI,2018,7
Whatcom,MINI,2019,9
Whatcom,MINI,2021,2
Whatcom,MITSUBISHI,2012,21
Whatcom,MITSUBISHI,2014,6
Whatcom,MITSUBISHI,2016,14
Whatcom,MITSUBISHI,2018,21
Whatcom,MITSUBISHI,2019,10
Whatcom,MITSUBISHI,2020,6
Whatcom,NISSAN,2011,227
Whatcom,NISSAN,2012,391
Whatcom,NISSAN,2013,1270
Whatcom,NISSAN,2014,223
Whatcom,NISSAN,2015,828
Whatcom,NISSAN,2016,393
Whatcom,NISSAN,2017,161
Whatcom,NISSAN,2018,221
Whatcom,NISSAN,2019,200
Whatcom,NISSAN,2020,31
Whatcom,NISSAN,2021,2
Whatcom,PORSCHE,2014,8
Whatcom,PORSCHE,2015,4
Whatcom,PORSCHE,2016,17
Whatcom,PORSCHE,2017,3
Whatcom,PORSCHE,2018,5
Whatcom,PORSCHE,2019,3
Whatcom,PORSCHE,2020,11
Whatcom,SMART,2014,26
Whatcom,SMART,2015,11
Whatcom,SMART,2016,17
Whatcom,SMART,2017,2
Whatcom,SMART,2018,11
Whatcom,SUBARU,2019,5
Whatcom,TESLA,2008,13
Whatcom,TESLA,2010,13
Whatcom,TESLA,2011,11
Whatcom,TESLA,2012,20
Whatcom,TESLA,2013,213
Whatcom,TESLA,2014,140
Whatcom,TESLA,2015,222
Whatcom,TESLA,2016,185
Whatcom,TESLA,2017,115
Whatcom,TESLA,2018,620
Whatcom,TESLA,2019,284
Whatcom,TESLA,2020,366
Whatcom,TESLA,2021,176
Whatcom,TH!NK,2011,10
Whatcom,TOYOTA,2012,116
Whatcom,TOYOTA,2013,117
Whatcom,TOYOTA,2014,65
Whatcom,TOYOTA,2015,21
Whatcom,TOYOTA,2017,214
Whatcom,TOYOTA,2018,123
Whatcom,TOYOTA,2019,16
Whatcom,TOYOTA,2020,26
Whatcom,TOYOTA,2021,9
Whatcom,VOLKSWAGEN,2015,38
Whatcom,VOLKSWAGEN,2016,31
Whatcom,VOLKSWAGEN,2017,5
Whatcom,VOLKSWAGEN,2018,2
Whatcom,VOLKSWAGEN,2019,30
Whatcom,VOLKSWAGEN,2021,6
Whatcom,VOLVO,2016,24
Whatcom,VOLVO,2017,22
Whatcom,VOLVO,2018,23
Whatcom,VOLVO,2019,17
Whatcom,VOLVO,2021,6
